DATE_REPORTED,WEAPONS,SNA_NEIGHBORHOOD
09/23/2020 09:59:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",EAST PRICE HILL
09/23/2020 10:01:00 AM,80 - OTHER WEAPON,SAYLER PARK
09/23/2020 10:05:00 AM,99 - NONE,WESTWOOD
09/23/2020 10:30:00 AM,99 - NONE,WESTWOOD
09/23/2020 10:30:00 AM,99 - NONE,WESTWOOD
09/23/2020 10:30:00 AM,99 - NONE,WESTWOOD
09/23/2020 10:30:00 AM,99 - NONE,WESTWOOD
09/23/2020 10:48:03 AM,99 - NONE,AVONDALE
09/23/2020 10:54:00 AM,99 - NONE,WESTWOOD
09/23/2020 11:05:00 AM,U - UNKNOWN,N/A
09/23/2020 11:13:15 AM,99 - NONE,EAST WALNUT HILLS
09/23/2020 11:15:07 AM,U - UNKNOWN,WEST PRICE HILL
09/23/2020 11:45:00 AM,99 - NONE,WESTWOOD
09/23/2020 12:06:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",N/A
09/23/2020 12:06:59 PM,12 - HANDGUN,N/A
09/23/2020 12:42:00 PM,99 - NONE,CUF
09/23/2020 01:27:57 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WESTWOOD
09/23/2020 01:27:57 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WESTWOOD
09/23/2020 01:27:57 PM,80 - OTHER WEAPON,WESTWOOD
09/23/2020 02:05:00 PM,99 - NONE,N/A
09/23/2020 02:36:22 PM,99 - NONE,CORRYVILLE
09/23/2020 02:45:00 PM,99 - NONE,N/A
09/23/2020 02:49:52 PM,U - UNKNOWN,WINTON HILLS
09/23/2020 02:56:59 PM,U - UNKNOWN,WINTON HILLS
09/23/2020 03:01:52 PM,99 - NONE,COLLEGE HILL
09/23/2020 03:13:00 PM,11 - FIREARM (TYPE NOT STATED),WINTON HILLS
09/23/2020 03:13:00 PM,11 - FIREARM (TYPE NOT STATED),WINTON HILLS
09/23/2020 03:39:15 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",AVONDALE
09/23/2020 04:00:00 PM,80 - OTHER WEAPON,SOUTH FAIRMOUNT
09/23/2020 04:30:00 PM,U - UNKNOWN,WEST END
09/23/2020 04:32:00 PM,99 - NONE,EVANSTON
09/23/2020 04:36:21 PM,99 - NONE,N/A
09/23/2020 04:51:00 PM,12 - HANDGUN,ROSELAWN
09/23/2020 04:51:00 PM,12 - HANDGUN,ROSELAWN
09/23/2020 04:51:00 PM,12 - HANDGUN,ROSELAWN
09/23/2020 05:00:00 PM,99 - NONE,WESTWOOD
09/23/2020 05:04:23 PM,U - UNKNOWN,AVONDALE
09/23/2020 06:11:00 PM,11 - FIREARM (TYPE NOT STATED),WINTON HILLS
09/23/2020 06:11:00 PM,11 - FIREARM (TYPE NOT STATED),WINTON HILLS
09/23/2020 06:14:00 PM,99 - NONE,WEST PRICE HILL
09/23/2020 06:38:24 PM,99 - NONE,BOND HILL
09/23/2020 06:40:00 PM,99 - NONE,WINTON HILLS
09/23/2020 07:21:00 PM,U - UNKNOWN,ROSELAWN
09/23/2020 07:30:00 PM,99 - NONE,WEST PRICE HILL
09/23/2020 08:05:00 PM,80 - OTHER WEAPON,CORRYVILLE
09/23/2020 08:10:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",VILLAGES AT ROLL HILL
09/23/2020 08:26:10 PM,80 - OTHER WEAPON,WESTWOOD
09/23/2020 08:30:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",N/A
09/23/2020 08:30:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",N/A
09/23/2020 08:30:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",N/A
09/23/2020 09:21:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WESTWOOD
09/23/2020 09:45:00 PM,15 - OTHER FIREARM,N/A
09/23/2020 10:29:00 PM,U - UNKNOWN,WINTON HILLS
09/23/2020 11:50:00 PM,U - UNKNOWN,N/A
09/24/2020 12:15:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",CORRYVILLE
09/24/2020 12:26:00 AM,99 - NONE,AVONDALE
09/24/2020 01:00:00 AM,99 - NONE,WEST PRICE HILL
09/24/2020 01:00:00 AM,99 - NONE,WEST PRICE HILL
09/24/2020 02:03:00 AM,35 - MOTOR VEHICLE (WHEN USED AS WEAPON),N/A
09/24/2020 02:03:00 AM,35 - MOTOR VEHICLE (WHEN USED AS WEAPON),N/A
09/24/2020 02:03:00 AM,35 - MOTOR VEHICLE (WHEN USED AS WEAPON),N/A
09/24/2020 02:03:00 AM,12 - HANDGUN,N/A
09/24/2020 02:03:00 AM,35 - MOTOR VEHICLE (WHEN USED AS WEAPON),N/A
09/24/2020 02:03:00 AM,12 - HANDGUN,N/A
09/24/2020 02:03:00 AM,12 - HANDGUN,N/A
09/24/2020 02:03:00 AM,12 - HANDGUN,N/A
09/24/2020 02:03:00 AM,12 - HANDGUN,N/A
09/24/2020 02:03:00 AM,35 - MOTOR VEHICLE (WHEN USED AS WEAPON),N/A
09/24/2020 02:03:00 AM,35 - MOTOR VEHICLE (WHEN USED AS WEAPON),N/A
09/24/2020 02:03:00 AM,35 - MOTOR VEHICLE (WHEN USED AS WEAPON),N/A
09/24/2020 02:03:00 AM,35 - MOTOR VEHICLE (WHEN USED AS WEAPON),N/A
09/24/2020 02:03:00 AM,35 - MOTOR VEHICLE (WHEN USED AS WEAPON),N/A
09/24/2020 02:03:00 AM,12 - HANDGUN,N/A
09/24/2020 02:03:00 AM,12 - HANDGUN,N/A
09/24/2020 02:03:00 AM,12 - HANDGUN,N/A
09/24/2020 02:03:00 AM,12 - HANDGUN,N/A
09/24/2020 02:03:00 AM,12 - HANDGUN,N/A
09/24/2020 02:03:00 AM,35 - MOTOR VEHICLE (WHEN USED AS WEAPON),N/A
09/24/2020 03:01:00 AM,11 - FIREARM (TYPE NOT STATED),MT. AUBURN
09/24/2020 03:01:00 AM,99 - NONE,MT. AUBURN
09/24/2020 06:26:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",AVONDALE
09/24/2020 06:38:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",N/A
09/24/2020 06:38:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",N/A
09/24/2020 07:30:00 AM,99 - NONE,WESTWOOD
09/24/2020 08:00:31 AM,99 - NONE,NORTHSIDE
09/24/2020 08:15:00 AM,U - UNKNOWN,CUF
09/24/2020 08:15:00 AM,U - UNKNOWN,CUF
09/24/2020 09:47:21 AM,99 - NONE,WESTWOOD
09/24/2020 09:52:30 AM,99 - NONE,ROSELAWN
09/24/2020 09:55:00 AM,99 - NONE,WESTWOOD
09/24/2020 09:55:00 AM,99 - NONE,WESTWOOD
09/24/2020 09:58:08 AM,99 - NONE,DOWNTOWN
09/24/2020 10:15:00 AM,99 - NONE,N/A
09/24/2020 10:15:00 AM,99 - NONE,N/A
09/24/2020 10:15:00 AM,99 - NONE,N/A
09/24/2020 10:15:00 AM,99 - NONE,N/A
09/24/2020 10:15:00 AM,99 - NONE,N/A
09/24/2020 10:15:00 AM,99 - NONE,N/A
09/24/2020 10:41:20 AM,99 - NONE,OVER-THE-RHINE
09/24/2020 11:34:37 AM,12 - HANDGUN,N/A
09/24/2020 11:34:37 AM,12 - HANDGUN,N/A
09/24/2020 11:55:00 AM,99 - NONE,EAST PRICE HILL
09/24/2020 12:09:48 PM,U - UNKNOWN,N/A
09/24/2020 12:18:04 PM,99 - NONE,WESTWOOD
09/24/2020 12:18:04 PM,99 - NONE,WESTWOOD
09/24/2020 12:35:45 PM,99 - NONE,CUF
09/24/2020 01:55:00 PM,99 - NONE,WALNUT HILLS
09/24/2020 02:13:23 PM,99 - NONE,WEST END
09/24/2020 02:13:23 PM,99 - NONE,WEST END
09/24/2020 02:14:09 PM,99 - NONE,N/A
09/24/2020 02:25:01 PM,99 - NONE,CLIFTON
09/24/2020 02:32:43 PM,99 - NONE,WESTWOOD
09/24/2020 03:00:00 PM,99 - NONE,WESTWOOD
09/24/2020 03:07:34 PM,11 - FIREARM (TYPE NOT STATED),AVONDALE
09/24/2020 03:40:44 PM,99 - NONE,WEST PRICE HILL
09/24/2020 03:40:44 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WEST PRICE HILL
09/24/2020 03:45:35 PM,99 - NONE,CUF
09/24/2020 03:48:11 PM,18 - BB AND PELLET GUNS,EAST WALNUT HILLS
09/24/2020 03:57:31 PM,99 - NONE,WEST END
09/24/2020 04:35:00 PM,99 - NONE,N/A
09/24/2020 04:35:00 PM,99 - NONE,N/A
09/24/2020 04:50:00 PM,99 - NONE,COLLEGE HILL
09/24/2020 04:50:00 PM,99 - NONE,COLLEGE HILL
09/24/2020 04:52:00 PM,99 - NONE,WESTWOOD
09/24/2020 05:03:00 PM,99 - NONE,EVANSTON
09/24/2020 05:49:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",SAYLER PARK
09/24/2020 05:51:00 PM,99 - NONE,WEST PRICE HILL
09/24/2020 06:08:00 PM,99 - NONE,WEST PRICE HILL
09/24/2020 06:08:00 PM,99 - NONE,WEST PRICE HILL
09/24/2020 06:30:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",EAST PRICE HILL
09/24/2020 06:56:00 PM,99 - NONE,N/A
09/24/2020 08:01:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WEST PRICE HILL
09/24/2020 08:50:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",MT. AUBURN
09/24/2020 09:14:00 PM,11 - FIREARM (TYPE NOT STATED),EAST WESTWOOD
09/24/2020 09:14:00 PM,11 - FIREARM (TYPE NOT STATED),EAST WESTWOOD
09/24/2020 09:23:14 PM,99 - NONE,COLLEGE HILL
09/24/2020 09:30:00 PM,99 - NONE,WEST END
09/24/2020 10:09:00 PM,99 - NONE,CORRYVILLE
09/24/2020 10:24:00 PM,99 - NONE,HARTWELL
09/24/2020 10:31:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",CUF
09/24/2020 11:28:00 PM,99 - NONE,WEST PRICE HILL
09/24/2020 11:31:00 PM,12 - HANDGUN,N/A
09/24/2020 11:31:00 PM,12 - HANDGUN,N/A
09/24/2020 11:52:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",MT. AIRY
09/25/2020 12:04:00 AM,99 - NONE,EAST PRICE HILL
09/25/2020 12:33:00 AM,99 - NONE,EAST WESTWOOD
09/25/2020 03:21:00 AM,80 - OTHER WEAPON,AVONDALE
09/25/2020 06:00:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WESTWOOD
09/25/2020 06:30:00 AM,U - UNKNOWN,WALNUT HILLS
09/25/2020 07:19:00 AM,99 - NONE,MT. AIRY
09/25/2020 07:37:20 AM,12 - HANDGUN,BOND HILL
09/25/2020 07:43:01 AM,99 - NONE,WEST PRICE HILL
09/25/2020 08:18:00 AM,99 - NONE,EAST PRICE HILL
09/25/2020 08:25:00 AM,80 - OTHER WEAPON,N/A
09/25/2020 09:29:00 AM,99 - NONE,WEST PRICE HILL
09/25/2020 10:15:00 AM,99 - NONE,WEST PRICE HILL
09/25/2020 10:15:00 AM,99 - NONE,WEST PRICE HILL
09/25/2020 10:42:05 AM,99 - NONE,AVONDALE
09/25/2020 11:05:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WESTWOOD
09/25/2020 11:05:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WESTWOOD
09/25/2020 11:09:55 AM,99 - NONE,AVONDALE
09/25/2020 11:25:00 AM,99 - NONE,WESTWOOD
09/25/2020 11:40:00 AM,99 - NONE,PENDLETON
09/25/2020 11:51:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",N/A
09/25/2020 12:30:00 PM,99 - NONE,WEST PRICE HILL
09/25/2020 12:40:00 PM,99 - NONE,DOWNTOWN
09/25/2020 01:00:00 PM,99 - NONE,WESTWOOD
09/25/2020 01:00:00 PM,99 - NONE,WESTWOOD
09/25/2020 01:00:00 PM,99 - NONE,WESTWOOD
09/25/2020 01:00:00 PM,99 - NONE,WESTWOOD
09/25/2020 01:25:00 PM,99 - NONE,NORTHSIDE
09/25/2020 02:00:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WINTON HILLS
09/25/2020 02:26:00 PM,"30 - BLUNT OBJECT (CLUB, HAMMER, ETC.)",ROSELAWN
09/25/2020 02:30:00 PM,99 - NONE,CUF
09/25/2020 02:40:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",EAST PRICE HILL
09/25/2020 03:19:00 PM,U - UNKNOWN,MT. LOOKOUT
09/25/2020 03:42:00 PM,99 - NONE,OAKLEY
09/25/2020 03:42:00 PM,99 - NONE,OAKLEY
09/25/2020 04:20:00 PM,99 - NONE,COLLEGE HILL
09/25/2020 04:30:00 PM,99 - NONE,ROSELAWN
09/25/2020 04:30:00 PM,99 - NONE,ROSELAWN
09/25/2020 04:30:00 PM,99 - NONE,ROSELAWN
09/25/2020 04:30:00 PM,99 - NONE,ROSELAWN
09/25/2020 04:34:00 PM,99 - NONE,AVONDALE
09/25/2020 05:02:00 PM,99 - NONE,PENDLETON
09/25/2020 05:13:00 PM,99 - NONE,CORRYVILLE
09/25/2020 05:13:46 PM,99 - NONE,MT. ADAMS
09/25/2020 05:37:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",MT. AIRY
09/25/2020 05:48:03 PM,99 - NONE,DOWNTOWN
09/25/2020 06:24:00 PM,99 - NONE,NORTH FAIRMOUNT
09/25/2020 07:21:01 PM,99 - NONE,N/A
09/25/2020 07:50:00 PM,99 - NONE,CUF
09/25/2020 07:51:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",MT. AUBURN
09/25/2020 08:06:00 PM,99 - NONE,ROSELAWN
09/25/2020 08:30:00 PM,99 - NONE,KENNEDY HEIGHTS
09/25/2020 08:32:57 PM,"30 - BLUNT OBJECT (CLUB, HAMMER, ETC.)",HYDE PARK
09/25/2020 08:39:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WINTON HILLS
09/25/2020 08:50:00 PM,99 - NONE,N/A
09/25/2020 09:00:00 PM,99 - NONE,MADISONVILLE
09/25/2020 09:04:42 PM,99 - NONE,WEST END
09/25/2020 09:27:00 PM,99 - NONE,NORTHSIDE
09/25/2020 10:41:00 PM,"20 - KNIFE/CUTTING INSTRUMENT (ICEPICK, AX, ETC.)",WINTON HILLS
09/25/2020 11:00:00 PM,99 - NONE,N/A
09/25/2020 11:00:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",N/A
09/25/2020 11:40:00 PM,"20 - KNIFE/CUTTING INSTRUMENT (ICEPICK, AX, ETC.)",EAST PRICE HILL
09/25/2020 11:57:28 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WESTWOOD
09/26/2020 01:11:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",CORRYVILLE
09/26/2020 01:11:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",CORRYVILLE
09/26/2020 02:44:00 AM,80 - OTHER WEAPON,HARTWELL
09/26/2020 02:44:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",HARTWELL
09/26/2020 03:05:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",CUF
09/26/2020 03:21:00 AM,"30 - BLUNT OBJECT (CLUB, HAMMER, ETC.)",COLLEGE HILL
09/26/2020 03:27:00 AM,12 - HANDGUN,OVER-THE-RHINE
09/26/2020 03:27:00 AM,12 - HANDGUN,OVER-THE-RHINE
09/26/2020 03:27:00 AM,12 - HANDGUN,OVER-THE-RHINE
09/26/2020 03:27:00 AM,12 - HANDGUN,OVER-THE-RHINE
09/26/2020 03:54:00 AM,80 - OTHER WEAPON,CLIFTON
09/26/2020 04:10:00 AM,U - UNKNOWN,EAST PRICE HILL
09/26/2020 04:31:00 AM,99 - NONE,WEST PRICE HILL
09/26/2020 04:38:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WESTWOOD
09/26/2020 04:38:00 AM,99 - NONE,WESTWOOD
09/26/2020 04:51:00 AM,12 - HANDGUN,EVANSTON
09/26/2020 04:56:00 AM,U - UNKNOWN,ROSELAWN
09/26/2020 06:06:35 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",CARTHAGE
09/26/2020 06:06:35 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",CARTHAGE
09/26/2020 06:06:35 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",CARTHAGE
09/26/2020 06:06:35 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",CARTHAGE
09/26/2020 06:50:00 AM,U - UNKNOWN,CUF
09/26/2020 06:50:00 AM,U - UNKNOWN,CUF
09/26/2020 06:50:00 AM,U - UNKNOWN,CUF
09/26/2020 08:00:00 AM,"30 - BLUNT OBJECT (CLUB, HAMMER, ETC.)",EAST END
09/26/2020 09:14:00 AM,99 - NONE,N/A
09/26/2020 09:19:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",CLIFTON
09/26/2020 09:28:10 AM,99 - NONE,WESTWOOD
09/26/2020 10:43:00 AM,99 - NONE,MT. ADAMS
09/26/2020 11:00:00 AM,99 - NONE,N/A
09/26/2020 11:00:00 AM,99 - NONE,N/A
09/26/2020 11:25:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",CORRYVILLE
09/26/2020 11:31:00 AM,99 - NONE,WESTWOOD
09/26/2020 11:41:04 AM,99 - NONE,EVANSTON
09/26/2020 11:58:47 AM,99 - NONE,CLIFTON
09/26/2020 12:50:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WESTWOOD
09/26/2020 12:50:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WESTWOOD
09/26/2020 12:50:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WESTWOOD
09/26/2020 01:21:00 PM,99 - NONE,OVER-THE-RHINE
09/26/2020 01:32:00 PM,99 - NONE,ROSELAWN
09/26/2020 01:56:09 PM,"20 - KNIFE/CUTTING INSTRUMENT (ICEPICK, AX, ETC.)",WESTWOOD
09/26/2020 01:58:24 PM,99 - NONE,CUF
09/26/2020 02:05:00 PM,99 - NONE,EVANSTON
09/26/2020 02:17:46 PM,99 - NONE,CUF
09/26/2020 02:50:00 PM,99 - NONE,ROSELAWN
09/26/2020 03:08:33 PM,U - UNKNOWN,BOND HILL
09/26/2020 03:22:00 PM,99 - NONE,CARTHAGE
09/26/2020 03:23:00 PM,U - UNKNOWN,CUF
09/26/2020 03:36:00 PM,99 - NONE,COLLEGE HILL
09/26/2020 03:40:22 PM,99 - NONE,CUF
09/26/2020 04:00:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WESTWOOD
09/26/2020 04:03:00 PM,12 - HANDGUN,EAST PRICE HILL
09/26/2020 04:03:00 PM,12 - HANDGUN,EAST PRICE HILL
09/26/2020 04:06:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WALNUT HILLS
09/26/2020 04:23:00 PM,99 - NONE,EVANSTON
09/26/2020 04:23:00 PM,99 - NONE,EVANSTON
09/26/2020 04:55:00 PM,12 - HANDGUN,WALNUT HILLS
09/26/2020 04:55:00 PM,"30 - BLUNT OBJECT (CLUB, HAMMER, ETC.)",WALNUT HILLS
09/26/2020 05:10:00 PM,99 - NONE,WEST PRICE HILL
09/26/2020 05:10:00 PM,99 - NONE,WEST PRICE HILL
09/26/2020 05:20:01 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",AVONDALE
09/26/2020 06:00:00 PM,80 - OTHER WEAPON,EAST PRICE HILL
09/26/2020 06:13:49 PM,99 - NONE,WESTWOOD
09/26/2020 06:27:00 PM,"30 - BLUNT OBJECT (CLUB, HAMMER, ETC.)",CUF
09/26/2020 06:44:00 PM,99 - NONE,WESTWOOD
09/26/2020 06:44:00 PM,99 - NONE,WESTWOOD
09/26/2020 07:11:00 PM,99 - NONE,WEST PRICE HILL
09/26/2020 07:11:00 PM,99 - NONE,WEST PRICE HILL
09/26/2020 07:32:00 PM,99 - NONE,WEST PRICE HILL
09/26/2020 07:32:00 PM,99 - NONE,WEST PRICE HILL
09/26/2020 07:42:00 PM,99 - NONE,PENDLETON
09/26/2020 07:42:00 PM,99 - NONE,PENDLETON
09/26/2020 08:27:03 PM,99 - NONE,NORTHSIDE
09/26/2020 08:48:00 PM,99 - NONE,WESTWOOD
09/26/2020 09:01:34 PM,99 - NONE,PENDLETON
09/26/2020 09:04:46 PM,99 - NONE,CLIFTON
09/26/2020 09:11:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",HARTWELL
09/26/2020 10:12:00 PM,U - UNKNOWN,COLLEGE HILL
09/26/2020 10:15:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",SAYLER PARK
09/26/2020 10:59:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",EVANSTON
09/26/2020 10:59:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",EVANSTON
09/26/2020 11:43:00 PM,99 - NONE,MADISONVILLE
09/27/2020 12:00:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",EAST PRICE HILL
09/27/2020 12:00:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",EAST PRICE HILL
09/27/2020 12:06:00 AM,99 - NONE,OAKLEY
09/27/2020 12:09:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",EAST PRICE HILL
09/27/2020 12:15:00 AM,U - UNKNOWN,N/A
09/27/2020 12:15:00 AM,U - UNKNOWN,N/A
09/27/2020 12:17:00 AM,99 - NONE,NORTHSIDE
09/27/2020 12:17:00 AM,99 - NONE,NORTHSIDE
09/27/2020 01:19:00 AM,99 - NONE,AVONDALE
09/27/2020 01:42:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",DOWNTOWN
09/27/2020 01:45:00 AM,80 - OTHER WEAPON,EVANSTON
09/27/2020 01:52:00 AM,99 - NONE,NORTH AVONDALE - PADDOCK HILLS
09/27/2020 02:28:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WEST PRICE HILL
09/27/2020 02:28:58 AM,99 - NONE,WEST PRICE HILL
09/27/2020 02:32:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",MT. WASHINGTON
09/27/2020 02:45:00 AM,99 - NONE,NORTH AVONDALE - PADDOCK HILLS
09/27/2020 02:51:53 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",SPRING GROVE VILLAGE
09/27/2020 03:23:00 AM,"30 - BLUNT OBJECT (CLUB, HAMMER, ETC.)",EAST PRICE HILL
09/27/2020 03:28:00 AM,"30 - BLUNT OBJECT (CLUB, HAMMER, ETC.)",WEST PRICE HILL
09/27/2020 04:47:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",N/A
09/27/2020 04:59:00 AM,99 - NONE,AVONDALE
09/27/2020 08:25:16 AM,11 - FIREARM (TYPE NOT STATED),N/A
09/27/2020 08:57:00 AM,99 - NONE,COLLEGE HILL
09/27/2020 09:14:00 AM,99 - NONE,MT. AUBURN
09/27/2020 09:23:00 AM,99 - NONE,SPRING GROVE VILLAGE
09/27/2020 09:36:00 AM,U - UNKNOWN,N/A
09/27/2020 09:46:54 AM,11 - FIREARM (TYPE NOT STATED),WALNUT HILLS
09/27/2020 09:48:00 AM,99 - NONE,WESTWOOD
09/27/2020 09:55:00 AM,99 - NONE,WINTON HILLS
09/27/2020 10:26:37 AM,99 - NONE,WEST END
09/27/2020 10:38:44 AM,99 - NONE,WESTWOOD
09/27/2020 10:55:00 AM,99 - NONE,WESTWOOD
09/27/2020 11:09:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WEST PRICE HILL
09/27/2020 11:19:00 AM,99 - NONE,N/A
09/27/2020 11:19:00 AM,99 - NONE,N/A
09/27/2020 11:43:00 AM,99 - NONE,WEST PRICE HILL
09/27/2020 11:45:00 AM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",AVONDALE
09/27/2020 12:00:00 PM,12 - HANDGUN,AVONDALE
09/27/2020 12:00:00 PM,12 - HANDGUN,AVONDALE
09/27/2020 12:00:00 PM,12 - HANDGUN,AVONDALE
09/27/2020 12:00:00 PM,12 - HANDGUN,AVONDALE
09/27/2020 12:00:00 PM,12 - HANDGUN,AVONDALE
09/27/2020 12:00:00 PM,12 - HANDGUN,AVONDALE
09/27/2020 12:24:13 PM,99 - NONE,HARTWELL
09/27/2020 12:44:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",OVER-THE-RHINE
09/27/2020 12:54:55 PM,12 - HANDGUN,VILLAGES AT ROLL HILL
09/27/2020 12:55:00 PM,99 - NONE,NORTHSIDE
09/27/2020 12:58:57 PM,99 - NONE,HARTWELL
09/27/2020 01:19:16 PM,99 - NONE,HARTWELL
09/27/2020 01:49:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",CORRYVILLE
09/27/2020 01:49:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",CORRYVILLE
09/27/2020 01:57:00 PM,99 - NONE,CUF
09/27/2020 02:03:33 PM,99 - NONE,OAKLEY
09/27/2020 02:03:33 PM,99 - NONE,OAKLEY
09/27/2020 02:13:00 PM,U - UNKNOWN,KENNEDY HEIGHTS
09/27/2020 02:14:00 PM,U - UNKNOWN,SAYLER PARK
09/27/2020 02:19:00 PM,99 - NONE,EAST WALNUT HILLS
09/27/2020 02:19:00 PM,99 - NONE,EAST WALNUT HILLS
09/27/2020 02:19:00 PM,99 - NONE,EAST WALNUT HILLS
09/27/2020 02:40:00 PM,U - UNKNOWN,WESTWOOD
09/27/2020 02:40:00 PM,U - UNKNOWN,WESTWOOD
09/27/2020 02:40:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",WESTWOOD
09/27/2020 02:45:00 PM,80 - OTHER WEAPON,N/A
09/27/2020 02:48:00 PM,"40 - PERSONAL WEAPONS (HANDS, FEET, TEETH, ETC.)",N/A
09/27/2020 03:02:35 PM,99 - NONE,AVONDALE
09/27/2020 03:04:14 PM,99 - NONE,OAKLEY
09/27/2020 03:07:00 PM,99 - NONE,N/A
